cümle,entity,label,sentiment
cok güzel beğendim,Ürün,Ürün,"""pozitif"""
mor renk gelmiş çok beğendim çok güzel teşekkürler,mor,Renk,"""pozitif"""
gayet guzel,Ürün,Ürün,"""pozitif"""
Beğendik iş görür,Ürün,Ürün,"""pozitif"""
çokk güzelll,Ürün,Ürün,"""pozitif"""
Çok güzel kullanışlı,Ürün,Ürün,"""pozitif"""
hızlı ulaştı,kargo,Kargo,"""pozitif"""
guzell yani kargo bedava olsun diye ekledim,kargo,Kargo,"""pozitif"""
sağlam ve kaliteli,Ürün,Ürün,"""pozitif"""
12 TL’ye aldım hediye götürmeye alınabilir 👍🏻,fiyat,Fiyat,"""pozitif"""
güzel beğendim,Ürün,Ürün,"""pozitif"""
güzel beğendim,Ürün,Ürün,"""pozitif"""
güzel beğendim,Ürün,Ürün,"""pozitif"""
çok beğendim şık ve güzel,Ürün,Ürün,"""pozitif"""
teşekkürler,Ürün,Ürün,"""pozitif"""
çok iyi bence,Ürün,Ürün,"""pozitif"""
güzel geldi,Ürün,Ürün,"""pozitif"""
Güzel beğendim,Ürün,Ürün,"""pozitif"""
guzel çalışıyor,Ürün,Ürün,"""pozitif"""
güzel bence,Ürün,Ürün,"""pozitif"""
güzel beğendim,Ürün,Ürün,"""pozitif"""
Sağlam geldi,Ürün,Ürün,"""pozitif"""
Güzel beğendim,Ürün,Ürün,"""pozitif"""
çok güzel beğendim,Ürün,Ürün,"""pozitif"""
Çok güzel,Ürün,Ürün,"""pozitif"""
Harikaaaaaa,Ürün,Ürün,"""pozitif"""
Ürün sağlam geldi.,Ürün,Ürün,"""pozitif"""
Güzel beğendim teşekkürler,Ürün,Ürün,"""pozitif"""
çok begendik,Ürün,Ürün,"""pozitif"""
Beğendim.....,Ürün,Ürün,"""pozitif"""
Güzeller ama indirim deniliyor herkes bu fiyat veriyor,indirim,Fiyat,"""nötr"""
güzel Ürün,Ürün,Ürün,"""pozitif"""
kuponla uyguna aldım sağlam,kupon,Fiyat,"""pozitif"""
Sağlam geldi,Ürün,Ürün,"""pozitif"""
güzel kullanışlı Ürün,Ürün,Ürün,"""pozitif"""
Güzel kullanışlı,Ürün,Ürün,"""pozitif"""
Gayet guzel,Ürün,Ürün,"""pozitif"""
güzel bir zikirmatik en basit kolay,zikirmatik,Ürün,"""pozitif"""
Beğendim güzel,Ürün,Ürün,"""pozitif"""
Güzel fiyatı uygun,fiyat,Fiyat,"""pozitif"""
Güzel çalışıyordu,Ürün,Ürün,"""pozitif"""
Sağlam geldi. 3 tane aldım. 3 de çalışıyor sıkıntı yok. Renkleri de güzel Ama keşke daha soft renklerde olabilseydi,renkler,Renk,"""nötr"""
sorunsuz bir şekilde geldi kargo iyiydi,kargo,Kargo,"""pozitif"""
Sağlam geldi,Ürün,Ürün,"""pozitif"""
iyidir yanii,Ürün,Ürün,"""pozitif"""
güzel gayet iyi çalışıyor,Ürün,Ürün,"""pozitif"""
Yeterli bence güzel,Ürün,Ürün,"""pozitif"""
istediğim rengi özellikle belirtmeme rağmen farklı renk göndermişler bi puanı ordan kırdım onun haricinde çok güzel beğendim,renk,Renk,"""nötr"""
Ürün sorunsuz geldi fiyatı da uygun,Ürün,Ürün,"""pozitif"""
gayet güzel,Ürün,Ürün,"""pozitif"""
fena değil,Ürün,Ürün,"""nötr"""
yeşil renk geldi güzel yani,yeşil,Renk,"""pozitif"""
Ürünün renkler çok güzeldi pembe gri siyah ve kahverengi geldi,Ürün,Renk,"""pozitif"""
Fiyatına göre gayet iyi,fiyat,Fiyat,"""pozitif"""
İstediğim bir şeydi elime çabuk ulaştı,Ürün,Ürün,"""pozitif"""
Ürün sağlam geldi,Ürün,Ürün,"""pozitif"""
Çok kullanışlı ve gerekli bir Ürün,Ürün,Ürün,"""pozitif"""
klasik hep gördüğümüz zikirmatik işte,zikirmatik,Ürün,"""nötr"""
aşırı aşırı güzel üniversite için aldim çok kullanışlı bayıldım,çanta,Ürün,"""pozitif"""
Muhteşem bir Ürün çok beğendim bu kadar uygun fiyatlı şık bir çanta olacağını sanmıyordum,çanta,Ürün,"""pozitif"""
Çok kullanışlı bir çanta.Kalitesi ve duruşu mükemmel.,çanta,Ürün,"""pozitif"""
Çok güzel arkadaşıma hediye olarak aldım,çanta,Ürün,"""pozitif"""
çok güzel beyendim gönül rahatlığıyla alabilirsiniz.,çanta,Ürün,"""pozitif"""
"Çok beğendim, aynı görseldeki gibi. İndirimden 185 TL ye aldım.",çanta,Ürün,"""pozitif"""
çok kurtarıcı ve çok güzel bir çanta bütün parasını sonuna kadar hakediyor alın ve aldırın aşkolarım,çanta,Ürün,"""pozitif"""
güzel duruyor kullanışlı,çanta,Ürün,"""pozitif"""
annem için aldım çok beğendi çok kullanışlı,çanta,Ürün,"""pozitif"""
kalitesini beğendim. Kullanışlı görünüyor. kargo da çok hızlıydı 1 gün sonra elime ulaştı.,"çanta, kargo","Ürün, Kargo","""pozitif"""
Hediye aldım gayet beğendi.,çanta,Ürün,"""pozitif"""
çok şık bi çanta sadece fermuarlı olsa daha güzel olurmuş,çanta,Ürün,"""nötr"""
Çok beğedim kargo sorunsuz ulaştı uzun zamandır kullanıyorum hiçbir sorunu yok🙏,"çanta, kargo","Ürün, Kargo","""pozitif"""
anneme aldım çok beğendi,çanta,Ürün,"""pozitif"""
Her gören çok beğeniyor kalitesini sürekli günlük bunu kullanıyorum,çanta,Ürün,"""pozitif"""
"Çanta çok güzel çokta kaliteli derisi çok yumuşak alın aldırın derim İçi de bence geniş defter,kitap rahat sığar 184 TL ye çok iyi","çanta, deri","Ürün, Ürün","""pozitif"""
bayıldım kızlar,çanta,Ürün,"""pozitif"""
2 tane aldım çok şık ve kaliteli Ürün beğendim,çanta,Ürün,"""pozitif"""
Çok kullanışlı tavsiye ederim,çanta,Ürün,"""pozitif"""
Çok kullanişli bir çanta.Beğendim,çanta,Ürün,"""pozitif"""
hediye olarak aldım çok beğendi sadece ilk açıldığında deri kokuyor o da havalandırınca geçiyor bu fiyata aşırı iyi,"çanta, deri","Ürün, Ürün","""pozitif"""
bir aydir kullaniyorum stokladım güzel yıkıyor memnunum yerli ve milli🥰minik hediye için tşk,Ürün,Ürün,"""pozitif"""
çok güzel bir çanta sorunsuz ulaştı hızlı kargo teşekkür ederim,"çanta, kargo","Ürün, Kargo","""pozitif"""
"Çanta gayet güzel annem için almiştim, annem çok beğendi",çanta,Ürün,"""pozitif"""
Güzel fiyatına göre kullanışlı,çanta,Ürün,"""pozitif"""
Bayıldımmmm. Bence gayet kaliteli ve şık duruyor ilk geldiğinde bir koku vardı ama açık havada biraz beklettim geçti.,"çanta, koku","Ürün, Ürün","""pozitif"""
elbise gayet güzel. çok kalın bir kumaşı yok ama cokda ince sayılmaz. 160 50 kiloyum. yorumlara bakarak s aldım iyiki öyle yapmışım . kol ve göğüs kısmı hafif bol oldu. kurtarıcı bir parça,elbise,Kıyafet,"""pozitif"""
Kalitesi güzel bir çanta okulda çok iyi gider,çanta,Ürün,"""pozitif"""
fotoğrafta kocaman gösterip küçüçük toka gelmesi beni şaşırttı,Ürün,Boyut,"""negatif"" "
fiyat performans Ürünü,Ürün,Fiyat,"""pozitif"""
beklediğimden küçük geldi ama sıkı tutuyor,Ürün,Boyut,"""nötr"""
görseldeki renk tonlarıyla birebir uyuşmuyor ve beklediğimden bir tık küçük geldi onun dışında gayet güzel.🤗,Ürün,Renk,"""nötr"""
biraz daha büyük bekliyordum ama güzel,Ürün,Boyut,"""nötr"""
biraz küçük ama güzel,Ürün,Boyut,"""nötr"""
güzel kullanışlı,Ürün,Genel,"""pozitif"""
"beklediğimden iyi geldi, kaliteli duruyor, verdiğiniz para boşa gitmiyor, rengi fotoğraftaki ile birebir aynı. Yumuşacık. Diğer renklerden de almayı düşünüyorum.. tavsiyedir 👍",Ürün,Kalite,"""pozitif"""
bu fiyata gayet çok güzel tavsiye ederim.,Ürün,Fiyat,"""pozitif"""
Çok güzel ve uygun,Ürün,Genel,"""pozitif"""
fiyatına göre kalitesi çok güzel içerisindeki renklere bayıldım teşekkürler,Ürün,Kalite,"""pozitif"""
Hep kullandığım bir toka modeli bu sefer böyle yaz renkleri olsun dedim. Sadece aşırı plastik kokusu vardı 1 gün balkonda beklettim.,Ürün,Kalite,"""nötr"""
ebat olarak küçük ama çok güzeller,Ürün,Boyut,"""nötr"""
çok güzeller❣️,Ürün,Genel,"""pozitif"""
Kıskaçları cok saglam saçı tam kavrıyor kesinlikle almalısınız kızlar 🥳,Ürün,Kalite,"""pozitif"""
Görseldekinden daha küçükmüş ve renkler böyle pastel değil cart,Ürün,Renk,"""negatif"" "
gzuel ama çok küçükler,Ürün,Boyut,"""negatif"" "
gayet güzel ve kullanışlı,Ürün,Genel,"""pozitif"""
Güzel paketlenmiş,Ürün,Hizmet,"""pozitif"""
çok güzel tokalar,Ürün,Genel,"""pozitif"""
iş görür . bu fiyat performans Ürünü,Ürün,Fiyat,"""pozitif"""
fiyatına göre iyi,Ürün,Fiyat,"""pozitif"""
Tokalar güzel sağlam sadece kötü bir kokusu var ve renk tonları aynı değil.,Ürün,Kalite,"""nötr"""
👍👍👍👍👍👍👍👍,Ürün,Genel,"""pozitif"""
Renkler görseldeki gibi gelmedi,Ürün,Renk,"""negatif"" "
Gayet kullanışlı renkler bu şekilde geldi görseldekinden farklı ama gelen renkler de gayet güzel,Ürün,Renk,"""pozitif"""
çok tatlılar fakat fotoğraftakinden bı tık küçükler,Ürün,Boyut,"""nötr"""
çok güzel begendik,Ürün,Genel,"""pozitif"""
Çiftçi bir ailenin çocuğu olarak dünyaya gelir.,çiftçi,Kişi,"""nötr"""
"Hızlı ve zamanında kargo, orijinal Ürün, teşekkürler.",kargo,Kurum,"""pozitif"""
Bu Üründe aracımın içini pırıl pırıl yaptı.,Ürün,Ürün,"""pozitif"""
"Ürünü pazar sipariş ettim. Pazartesi sabah elimde oldu. Ürün çok kaliteli, 12 adet aldım.",Ürün,Ürün,"""pozitif"""
Takımda istediği süreleri bulamadığı gerekçesiyle transferini istedi.,transfer,Kurum,"""nötr"""
Piyasaya göre uygun fiyat ve bedava kargo.,fiyat,Kurum,"""pozitif"""
Henüz arabaya yerleştirip deneme imkanı bulamadık. İlk izlenimi aktarmakta fayda var çünkü ben de yorumlara bakıp karar verdim.,arabaya yerleştirme,Ürün,"""nötr"""
"Evet, Ürün çok şık ve kullanışlı, hızlı çalışıyor. Çok memnunum. Kingston kalitesi bir başka oluyor. Siteye teşekkürler. Kaliteli hizmet sunuyor.",Kingston,Şirket,"""pozitif"""
Neşe içinde evine döner ve bir daha kıza hiç kimse zarar veremez.,kız,Kişi,"""nötr"""
Devredilen birlik tüm bakım onarım ve yapım işlerini üstlenir.,birlik,Kurum,"""nötr"""
Ürün gerçekten göründüğünden çok ama çok daha güzel. Oğlum resmen bayıldı. Teşekkürler Hepsi Burada.,Ürün,Ürün,"""pozitif"""
1 günde elime ulaştı. Üründe gayet kaliteli. teşekkürler.,Ürün,Ürün,"""pozitif"""
Şarjı çabuk bitiyor.,şarj,Özellik,"""negatif"" "
"Avantajlar: fiyat, motor gücü. İnternette yaptığım uzun incelemeler sonunda bu süpürgenin fiyat performans açısından çok iyi olduğuna karar verdi. Şimdi alıyorum.",fiyat,Özellik,"""pozitif"""
"Çalışırken çok sessiz, sıkarken biraz sesi çıkıyor ama normal, tam kurutma yaptığınızda kupkuru çıkıyor ama biraz kırışık çıkıyor çamaşırlar, görüntüsü çok şık, kullanımı kolay-bol programlı, yani her şey düşünülmüş, yük sensörü yok bence olmaması daha iyi, yani almışken bir seferde alın ikisini bir arada alın arkanıza bakmayın, Samsung güzel yapmış bu işi, gerisi şans derim.",Samsung,Şirket,"""pozitif"""
"Gayet başarılı, çok memnun kaldım.",Ürün,Ürün,"""pozitif"""
Gazi Üniversitesi Mimarlık Bölümü ile Anadolu Üniversitesi İşletme Bölümü mezunudur.,Gazi Üniversitesi,Institution,"""nötr"""
Merhabalar. Elime gelen Ürün fotoğraftakinin aynısı. Bu sebeple içiniz de bir şüphe olmasın. Ürün alüminyum gövdeye sahip ve teleskop özelliği ile 2 metreye kadar uzayabiliyor. Panoramik cam tavana sahip araçlar için biçilmiş kaftan. Çeksil fitili oldukça kaliteli ve de iz bırakmıyor. Tavsiye ediyorum.,alüminyum,Özellik,"""pozitif"""
Dünya Savaşı bombardıman uçağıdır.,Dünya Savaşı,Konsept,"""nötr"""
Ürün mükemmel. En iyi tarafı da vidalama için istediğin gibi ayarlayabiliyorsun. Fiyatı da piyasadan çok daha uygun. Kimse dışarıdan alıp fazla para vermesin. Hepsiburada'ya çok teşekkürler.,Hepsiburada,Şirket,"""pozitif"""
göründüğü gibi değil,Ürün,Genel,"""negatif"" "
Kaliteli bir toka. Bu fiyata mükemmel.,Ürün,Kalite,"""pozitif"""
Beklediğimden küçük geldi ve bi tanesi lekeli ve çizikliydi,Ürün,Boyut,"""negatif"" "
"Renkkerde güzel, kullanımıda rahat teşekkürler",Ürün,Renk,"""pozitif"""
Tokalar çok hoş ama görseldeki renklerden daha canlı renkler geldi. Mesela haki yeşil görünen toka Benetton yeşili olarak geldi. Kiremit rengi görünen canlı bir turuncu geldi.,Ürün,Renk,"""negatif"" "
Minik ama güzellerrrr,Ürün,Boyut,"""nötr"""
boyutları küçük ama tatlı,Ürün,Boyut,"""nötr"""
"Aşırı beğendiğim bir Ürün oldu fp Ürünü, derisi yumuşak, küçük çantası ile beraber geliyor, bayıldım",Ürün,Kalite,"""pozitif"""
Hediye aldım arkadaşım bayıldı hafif kokusu var ama,Ürün,Kalite,"""nötr"""
Çanta büyük ve çok güzel. Hem spor hem şık kombinler için kullanılan bir Ürün ben severek kullanıyorum. Almak isteyenlere tavsiye ederim. Küçük çantası olması da artı bir özellik.,Ürün,Genel,"""pozitif"""
Ürün çok güzeeeeel geldiii bayıldım paketleme harikaydıı teşekkür ederim... 😍🫶🏻,Ürün,Genel,"""pozitif"""
güzel şık bir çanta,Ürün,Genel,"""pozitif"""
Teşekkür ederim beklediğim gibi güzel yalnız içindeki cüzdanı daha büyük bekliyordum yinede çok güzel,Ürün,Genel,"""pozitif"""
arkadaşımıza doğum günü hediyesi olarak aldık. bayıldı yaklaşık 1 senedir kullanıyor tavsiye ederim 👌🏼,Ürün,Genel,"""pozitif"""
fiyatına göre güzel,Ürün,Fiyat,"""pozitif"""
begendim fiyatına göre kullanisli bi tane daha aldım hediye,Ürün,Fiyat,"""pozitif"""
"hediye olarak aldım çok güzel , beğenildi.",Ürün,Genel,"""pozitif"""
Dünyanın en güzel çantası 😏,Ürün,Genel,"""pozitif"""
Fiyatına göre çok güzel bir çanta. Büyüklüğü vs tam istediğim gibi,Ürün,Genel,"""pozitif"""
"Bayılarak kullanıyorum, askısının uzunluğu çantanın boyutu her şeyi çok iyi. Acı kahvesini de alıcam. Aldıktan kısa bir süre sonra bir baktım Yargıda Ceylinin çantası :) Hızlı kargo ve güzel paketleme teşekkürler.",Ürün,Genel,"""pozitif"""
Çok çok beğendim,Ürün,Genel,"""pozitif"""
Bekledimden güzel geldi bayıldım diye bilirim hızlı kargo ve güzel paketleme içinde ayrıca teşekkür ederim 😇,Ürün,Genel,"""pozitif"""
Çok güzel bir çanta işe giderken kullanıyorum bilgisayarım sığıyor taşıması gayet rahat,Ürün,Genel,"""pozitif"""
"Hızlı ve güzel geldi teşekkür ederim, fiyat performans Ürün.",Ürün,Fiyat,"""pozitif"""
Görseldekinin aynısı. Çok şık bir çanta yumuşak dokulu kalitesiz de değil teşekkürler 🤩,Ürün,Kalite,"""pozitif"""
anneme almıştım severek kullanıyor teşekkürler 🙏,Ürün,Genel,"""pozitif"""
Kaliteli ve çok şık bir çanta. Kargolama çok hızlıydı. Özenli paketlenmişti. Teşekkürler,Ürün,Kalite,"""pozitif"""
kaliteli ve güzel Ürün teşekkür ederim,Ürün,Kalite,"""pozitif"""
"Fiyatına göre çok iyi bir çanta çok beğendim, benim için çok kullanışlı olacak. Teşekkürler",Ürün,Fiyat,"""pozitif"""
Çantayı kızımın beğenisi üzerine aldım beklentimizi karşıladı Ürün günlük kullanım için oldukça kullanışlı tavsiye ederim Mağazaya teşekkürler,Ürün,Genel,"""pozitif"""
Yargı dizisi Ceylin'in çantası. Çok güzel bir çanta. Tam bir F/P Ürünü. Hızlı kargo teşekkürler Trendyol.,Ürün,Genel,"""pozitif"""
Nişanlıma aldım çok beğendi nişanlıma çok yakıştı emeğe geçenlere teşekkür ederim hızlı geldi,Ürün,Genel,"""pozitif"""
çok beğendim emeğe sağlık fiyata göre Ürün gayet güzel bence teşekkürler kargoda gayet iyiydi zamanlı,Ürün,Genel,"""pozitif"""
"Dokusu çok güzel sağlam geldi, hafif bir çanta anneme hediye olarak aldım çok beğendi teşekkürler.",Ürün,Kalite,"""pozitif"""
Tam istediğim ölçüde. Güzel ve rahat çanta. Tereddüt etmeden alın. Hızlı teslimat için ayrıca teşekkür ederim ❤️,Ürün,Genel,"""pozitif"""
kalite efsane çok güzel teşekkürler,Ürün,Kalite,"""pozitif"""
Harika bir Ürün tam istediğim gibi geldi teşekkür ederim 🙏,Ürün,Genel,"""pozitif"""
çok kullanışlı teşekkürler,Ürün,Genel,"""pozitif"""
kullanışlı ve güzel teşekkürler,Ürün,Genel,"""pozitif"""
Beklediğimden kaliteli geldi hızlı teslimat teşekkürler,Ürün,Kalite,"""pozitif"""
çanta çok Güzel kalitesi de harikas arzu ateşin linkinden yakaladık uygun ve kaliteli teşekkürler,Ürün,Kalite,"""pozitif"""
Yargı dizisindeki ceylinin cantasi. Bayıldım yaa. Basit bir şey göndereceğinizi düşündüm. Tek kelime ile mukemmel. Hediye olarak aldım. Tekrardan kendime de kardeşimde alacam . Çok teşekkürler 🙏,Ürün,Genel,"""pozitif"""
Tam istediğim gibi kullanışlı bir Ürün teşekkür ederimmm. 🥰,Ürün,Genel,"""pozitif"""
Ürünü çok beğendim tam istediğim gibi geldi tavsiye ederim teşekkür ederim,Ürün,Genel,"""pozitif"""
"Ben okulda kullanmak için aldım. İçi oldukça büyük. Modeli de çok hoş, alırken kararsız kalmıştım ama beğendim. Hediyeniz için de teşekkürler.",Ürün,Genel,"""pozitif"""
Cok tatlıs duruyor hastane için aldım tesekkur🥰,Ürün,Genel,"""pozitif"""
Kombinim için almıştım ama o kadar güzelki bütün kombinelerde kullanılır hediyeniz için teşekkür ederim. Ayrıca çok kaliteli 🤩🙏,Ürün,Kalite,"""pozitif"""
teşekkür ederim çok sık kargoda çabuk elime ulaştı,Ürün,Hizmet,"""pozitif"""
Ürün sağlam geldi teşekkür ederim annem için aldım gayet sağlam,Ürün,Kalite,"""pozitif"""
Ürünü yazısız olarak aldım fakat yazılı geldi,Ürün,Genel,"""negatif"" "
beklediğimden küçük ve kalitesiz Ürünün yüzey kısmında görsellerde yazı yoktur ama gelen Ürünün üstünde marka yazısı var bu hoşuma gitmedi,Ürün,Kalite,"""negatif"" "
Ürün güzel ama takıyorken hep etime takılıyor baya canımı acıtıyor umarım kararma yapmaz,Ürün,Kullanım,"""negatif"" "
Kaliteli ama üstü yazısız geldi iade,Ürün,Kalite,"""negatif"" "
kargo çok geç geldi hep çizik çizikdi bilekliğin üstü paketleme çok özensizdi ve dandik duruyor beğenmedim ve bi tanesi bozuk geldi kapanmıyor,Ürün,Paketleme,"""negatif"" "
urun paketlemesi bastan savmaydi. 11 gündür kullanıyorum herhangi bi kararma yasamadim fakat bazı linklerin yüzeyinde aşınmışlık vardı onun dışında bi sıkıntı yok,Ürün,Paketleme,"""nötr"""
ya ben böyle kötü satıcı bu kadar kötü bir Ürün görmedim bileklik hem çok çizik hem içi paslı o kadar kötü ki paketin eski olması gönderdiğiniz Ürün resmen kullanılıp yollanmış kesinlikle bu satıcıdan almayın arkadaşlar şimdi iade oluşturacağım fotoğraflara baktığınızda siz de göreceksiniz.(elimden geldiğince içini de göstermeye çalıştım bence alma,Ürün,Kalite,"""negatif"" "
Bu ne biraz daha kullanıp yollasaydınız her yeri çizik içinde paslı kargoda cok geç geldi,Ürün,Kalite,"""negatif"" "
kutusu ve içindekileri çok kötüydü kağıtları kesip koymuşlar içine bilekliği ve birleşik değildi ayrı bir şekilde koymuşlar ben birleştirdim onun dışında et sıkıştırıyor ama güzel,Ürün,Paketleme,"""negatif"" "
Nomination yazısı yok almayın,Ürün,Genel,"""negatif"" "
yanlış Ürün gönderildi,Ürün,Genel,"""negatif"" "
bu satıcıdan iki tane almıştım farklı görsellerden karşılığında sadece 1 adet halhal gibi bi şey gönderildi. iade kodu oluşturdum. inanılmaz bi iş gerçekten inanamadım yani,Ürün,Genel,"""negatif"" "
Ürün görseldekinden farklı düz seçmiştik yazılı geldi iade ediyorum,Ürün,Genel,"""negatif"" "
Ürün çok dandik asla almayın gerçekten israf kargolama çok kötüydü 3 gün içinde geldi ASLA AMA ASLA ALMAYIN elinizi kıstırıyor canınızı acıtıyor RE-ZA-LET,Ürün,Kalite,"""negatif"" "
kalitesine bayıldım spor güzel duruyor,Ürün,Kalite,"""pozitif"""
"Anneme hediye aldım, çok beğendi.",Ürün,Genel,"""pozitif"""
arkadaşıma hediye aldım çok beğendi. Gayet kullanışlı,Ürün,Kullanım,"""pozitif"""
Kendime aldım kullanıyorum arkadaşıma hediye olarak aldım o da çok memnun kaldı,Ürün,Kullanım,"""pozitif"""
deryabirincii den görüp aldım. Anneme hediye olarak. O kadar güzeldi ki kahverengisini de kendime sipariş ettim. Dokusu muhteşem,Ürün,Kalite,"""pozitif"""
tam fiyat performans Ürünü tavsiye ederim kullanışlı,Ürün,Fiyat,"""pozitif"""
Beğendim hoş duruyor derisi de yumuşak,Ürün,Kalite,"""pozitif"""
Çanta kaliteli şık içine her şey sığıyor derisi dandik değil herkese tavsiye ederim.,Ürün,Kalite,"""pozitif"""
"çok şık, baya beğendim.",Ürün,Genel,"""pozitif"""
"Alın aldırın mükemmel bir çanta, yolda yürürken bir kızın kolunda gördüm hemen gidip sordum ve sonuç artık benimde var ❤️",Ürün,Genel,"""pozitif"""
mükemmel bir çanta hep aradığım model ve boyut buydu sonunda kavuştum bebeğime .🌺🌵💚,Ürün,Genel,"""pozitif"""
Çok güzel annem aldı beğenerek kullanıyor,Ürün,Genel,"""pozitif"""
kuzenime doğum günü hediyesi aldık çok beğendi,Ürün,Genel,"""pozitif"""
gayet iyi bir Ürün çok beğendi eşim teşekkür ederim yıldızı hak ediyor⭐⭐⭐⭐⭐,Ürün,Kalite,"""pozitif"""
çok güzel çok şık iç çantası da çok kullanışlı severek kullanıyorum.,Ürün,Kullanım,"""pozitif"""
çok şık çok kaliteli bir parça,Ürün,Kalite,"""pozitif"""
Çanta güzel şık rahat paketleme güzel kargo hızlı satıcıya teşekkür ederim ☺️,Ürün,Paketleme,"""pozitif"""
Canım ablama aldım. Çok beğendi. Kahvesi de bende var. Çok rahat. Ben birkaç rengini de almayı düşünüyorum 🤍,Ürün,Kullanım,"""pozitif"""
anneme almıştım çok beğendi görseldeki gibi geldi ☺,Ürün,Genel,"""pozitif"""
fiyatına göre çok güzel tereddüt etmeden alabilirsiniz. sade ve şık teşekkürler,Ürün,Fiyat,"""pozitif"""
Harika çok severek kullanıyorum,Ürün,Genel,"""pozitif"""
çookk güzel bir Ürün herkesin dolabında olması gerekiyor bence,Ürün,Genel,"""pozitif"""
nişanlım benim için aldı küçük cüzdan biraz kalitesiz geldi gözüme. ama çanta çok hoş. günlük kullanıma uygun,Ürün,Kalite,"""pozitif"""
çok şık duruşu,Ürün,Genel,"""pozitif"""
"""Bunlar arasında en bilineni Cennet ve Cehennemdir.""","Cennet, Cehennem",Yer,"""nötr"""
"""Yorumları okuyunca bu filmin nasıl oluyor da klasikler arasına ve baştacı yapılmasına pozitif yaklaşmışlar anlamış değilim.Seyrettiğim en absürd (ağır kaçabilir ama böyle) filmdi.Hele ilk sahneler. gezegende maymunlar vs.Dedimki yanlış fil almışım. sonra hoop doğru uzaya..Yani kel alaka dedikleri bu olsa gerek.Zamanına göre süper olabilir ama kesinlikle baştacı edilemez kanımca.""",film,Film,"""negatif"" "
"""minicik yapısı ve zarafeti ile beklediğimden daha iyi çıktı.bazen çantada bulmakta zorlanıyorum ama oldukça kullanışlı ve taşıma sıkıntısı yok.herkese tavsiye ederim.hepsiburada.com!a hızlı gönderi için ayrıca tşk etmek isterim""",Ürün,Ürün,"""pozitif"""
"""bu saat gerçekten ahşap mdf ve renkleri çok güzel sessiz çalışıyor""",saat,Ürün,"""pozitif"""
"""Ürünün görüntüsü çok güzel. incecik. ayrıca doğru tartıp tartmadığını kontrol etmek amacı ile de birkaç kez üst üste tartıldık ve her seferinde aynı sonucu verdi. gayet memnunum , tavsiye ederim""",Ürün,Ürün,"""pozitif"""
"""Daha sonra başbakan olarak atandı.""",başbakan,Kişi,"""nötr"""
"""1 günde Ürün ulaştı elime kesinlikle tavsiye ederim.""",Ürün,Ürün,"""pozitif"""
"""yatırım yapmasını bilemeyen beceremeyen insanlar için birebir. taksitler bittiğinde elinizde azda olsa sermaye oluyor. siparişimi verdim bekliyorum. teşekkürler hepsiburada.com çalışmalarınızda başarılar dilerim""","yatırım, sermaye",Genel,"""pozitif"""
"""konusu ve işlenişi bakımından güzel bir filmdi.edward norton benim gözümde git gide daha da büyüyor.izlemenizi tavsiye ederim.""","film, Edward Norton",Film,"""pozitif"""
"""fiyatının ucuz olması nedeniyle başlangıçta süphe ile yaklaşmıştım ancak kullanınca çok yerinde bir karar olduğunu anladım. hem bu kadar zengin bir aksesuar hemde makinası ile birlikte çok uygun fiyata. diğer markalarda bu fiyata aksesuarları bile alamıyorsunuz. ayrıca masa tutturma mengenesi de süper. diğer hiç bir markada yok. ihtiyacınız var ise kesinlikle kaçırmayın""","fiyat, aksesuar, masa tutturma mengenesi",Ürün,"""pozitif"""
"""kullanmaya başladıktan sonra zaten karın bölgenizin yanmaya başladığını hissediyorsunuz.çeşitli hareketlerlede vücudunuzu çalıştırabilirsiniz.ayrıca hızlı kargo ile iki günde elime geçti.teşekkürler""",Ürün,Ürün,"""pozitif"""
"""Bunun tam tersi de olabilir.""",tam tersi,Durum,"""nötr"""
"""Ekim ayından haziran başına değin don olayı yaşanır.""",don olayı,Durum,"""nötr"""
"""-bide verilen hediye hafıza kart hiç yetmez neden çünkü ovi maps programı kurulunca bir buçuk gb yer kaplıyor geriye 400 mgbyt yer kalıyor yani film yüklemek zor""","hafıza kart, ovi maps programı",Ürün,"""negatif"" "
"""İsmi ilk açıklamayı yapan İsviçreli bilim adamı Jakob Bernoulli anısına verilmiştir.""",Jakob Bernoulli,Kişi,"""nötr"""
"Bambu bornoz ararken bu bornoz setlerini gördüm. Türk pamuğu vurgusu hoşuma gitti. Bambu bornoz kullanan birkaç arkadaş da fiyatının hakkını vermiyor deyince direkt sipariş verdim. Gerçekten çok başarılı, renkler de güzel, çok emici. Ebatları da gayet iyi. Bornoz ihtiyacı olan bu Ürünü alsın. Hepsiburada'ya teşekkür ediyorum, yine çok hızlı bir gönderi ile siparişimi ulaştırdı.",bambu bornoz,Ürün,"""pozitif"""
"Futbola Karşıyaka Belediye altyapısında başlayan Oğuzhan Berber, daha sonra Denizlispor altyapısına geçti.",Oğuzhan Berber,Kişi,"""nötr"""
Sorunsuz çalışıyor. Fiyatı muadillerine göre çok uygun. Ayrıca sipariş verdikten sonra 24 saat içinde teslimat yapıldı. Hepsiburada'ya teşekkür ederim.,fiyat,Kurum,"""pozitif"""
Sky erkek arkadaşıdır.,Sky,Kişi,"""nötr"""
Denize yakındı tesis olarak güzel fena değil o fiyatlara normal bir hizmet.,tesis,Ürün,"""nötr"""
